"manufacturer" "model" "description" "euro_standard" "transmission_type" "engine_capacity" "fuel_type" "urban_metric" "extra_urban_metric" "combined_metric" "noise_level" "co2" "co_emissions" "nox_emissions"
"Citroen" "C4" "2.0i 16v 143hp Coupé & 5 door" "4" "Manual" 1997 "Petrol" 10.7 5.8 7.6 72.9 182 660 19
"Vauxhall" "Astra, MY2004" "1.7CDTI ECO4 LS 5 Door Hatchback From VIN: W0L0TGF4845006187" "4" "Manual" 1686 "Diesel" 5.9 3.5 4.4 70 118 451 158
"Vauxhall" "Vectra, MY2005" "2.0i 16v Turbo 5 Door Estate with 16\"/17\" tyre" "4" "Manual" 1998 "Petrol" 13.1 6.9 9.2 73 221 731 14
"MG Rover Group" "MG ZS" "180" "3" "Manual" 2497 "Petrol" 14.1 6.8 9.5 74 227 800 100
"Volkswagen" "Touareg" "R50 - 5.0 V10 TDI (350 PS) with DPF" "4" "Automatic" 4921 "Diesel" 16.7 9.2 11.9 72 315 284 341
"Ford" "Mondeo, Model Year Pre 2013" "2.0 Duratorq (140PS) Saloon (+DPF)" "5" "Manual" 1997 "Diesel" 6.1 4.2 4.9 70 129 306 154
"Daewoo Cars" "Nubira" "1.8 CDX" "3" "Automatic" 1799 "Petrol" 12.5 7.1 9.1 68.1 218 500 100
"Honda" "Jazz, Model Year 2011" "1.4 i-VTEC ES-T" "5" "Automatic" 1339 "Petrol" 6.6 4.7 5.4 68 125 319 14
"Audi" "A3 Sportback" "1.6 TDI 105PS Stop-Start" "5" "Manual" 1598 "Diesel" 5 3.7 4.1 72 109 252 158
"Volvo" "V50 Model Year 06" "2.4i (170 bhp)" "4" "Automatic" 2435 "Petrol" 13.3 6.8 9.2 74 220 108 16
"Audi" "A6 Saloon (Available From July 2001)" "2.4 V6 (170 bhp)" "4" "Manual" 2393 "Petrol" 14.1 7.6 10 72 240 229 36
"Citroen" "C5" "C5 2.0 HDi 110 hp Estate" "3" "Manual" 1997 "Diesel" 7.6 4.6 5.7 74 149 300 400
"Toyota" "Avensis Model Year 2010" "Tourer 1.8 V-matic MultiDrive S" "4" "Automatic" 1794 "Petrol" 9.2 5.6 6.9 73 158 240 10
"Porsche" "Panamera" "Hybrid Tiptronic" "5" "Automatic" 2995 "Hybrid" 7.4 6.6 6.8 72 159 278 40
"Mercedes-Benz" "CLC-Class Coupé Model Year 2010" "CLC 220 CDI with 225/50 16\" or 225/45 or 245/40 17\" rear wheels No DPF" "4" "Automatic" 2148 "Diesel" 8.9 5.3 6.7 72 175 96 174
"Toyota" "Yaris Hybrid MY2012" "T3 1.5 VVT-i hybrid E-CVT" "5" "Automatic" 1497 "Hybrid" 3.1 3.5 3.5 73 79 197 6
"Ford" "New Mondeo" "1.8i 16V 4 Door Zetec/5 Door LX/Zetec Saloon" "3" "Manual" 1798 "Petrol" 11.2 5.8 7.8 71 187 375 91
"Mercedes-Benz" "C-Class Estate, Model Year 2012" "C 220 CDI with 17\" rear wheels ECO Start/Stop" "5" "Manual" 2143 "Diesel" 6.1 4.2 4.9 72 128 241 145
"Mercedes-Benz" "C-Class Saloon (W204)" "C 200 CDI with DPF 205 Tyres at rear" "4" "Automatic" 2148 "Diesel" 9.1 5.1 6.6 71 173 34 223
"Fiat" "Doblo" "1.4" "5" "Manual" 1368 "Petrol" 9.3 5.9 7.2 72 166 593 30
"Mini" "MINI Clubman R55" "MINI Cooper Clubman" "5" "Manual" 1598 "Petrol" 7 4.7 5.5 74 129 281 25
"BMW" "6 Series E63/E64" "635d Coupé - with particle filter" "4" "Automatic" 2993 "Diesel" 9.2 5.6 6.9 71 183 211 172
"Skoda" "New Octavia Estate" "1.4 TSI 122PS" "4" "Manual" 1390 "Petrol" 8.5 5 6.3 72 148 267 29
"Vauxhall" "Omega, Model Year 2003" "2.6 V6 5 Door Estate, From VIN: W0L0VBF3531000001" "3" "Automatic" 2597 "Petrol" 16.5 8.7 11.6 74 279 800 100
"Honda" "Jazz Model Year 2012" "1.3 IMA HE HE-T HS HS-T HX HX-T" "5" "Automatic" 1339 "Hybrid" 4.6 4.4 4.5 68 104 70 3
"BMW" "3 Series E46" "325 Ci Convertible - from March 2005" "4" "Automatic" 2494 "Petrol" 13.9 7.6 9.9 72 239 167 20
"BMW" "3 Series E90/E91/E92/E93" "320d Convertible" "5" "Manual" 1995 "Diesel" 6.3 4.4 5.1 75 135 273 129
"Saab" "9-5 MY2007 4 Door Saloon" "1.9 TiDS" "4" "Manual" 1910 "Diesel" 8.6 5.2 6.4 73 174 201 175
"Alfa Romeo" "156 Saloon" "2.0 JTS" "4" "Manual" 1970 "Petrol" 12.2 6.6 8.6 72.5 205 459 50
"Mercedes-Benz" "A-Class (169) Model Year 2009" "A 160 CDI no DPF 185 Tyres at rear" "4" "Manual" 1992 "Diesel" 6.2 4.3 4.9 70 128 190 187
"Mercedes-Benz" "E-Class Coupé, Model Year 2011" "E 200 CGI with 17\" rear wheels" "5" "Automatic" 1796 "Petrol" 10.6 5.9 7.7 70 179 258 31
"Fiat" "Stilo Range" "1.9 JTD 80 5 door" "3" "Manual" 1910 "Diesel" 7.1 4.6 5.5 72 146 300 400
"Daihatsu" "Materia" "M402 1.5L EFi (from VIN 1008710)" "4" "Automatic" 1495 "Petrol" 9.5 6.2 7.5 70.2 176 512 8
"Audi" "A8" "3.2 V6 FSI 260ps Multitronic" "4" "Automatic" 3123 "Petrol" 14.7 7.1 9.9 73 237 467 40
"Honda" "Insight, Model Year 2010" "1.3 IMA SE 5 door" "5" "Automatic" 1339 "Hybrid" 4.6 4.2 4.4 67 101 50 7
"Honda" "STREAM (2001 YM)" "2.0i SE SPORT" "3" "Manual" 1998 "Petrol" 11.3 7 8.6 73.1 203 1050 22
"Proton" "Savvy" "1.2 Style" "4" "Manual" 1149 "Petrol" 7.7 4.6 5.7 72 134 200 50
"Volkswagen" "Golf Estate" "1.4 TSI (122ps) 7speed DSG" "5" "Automatic" 1390 "Petrol" 7.7 5.1 6 70 139 364 19
"Fiat" "Ducato" "Combi 2.3 MultiJet 120 medium wheelbase High Roof" "4" "Manual" 2287 "Diesel" 8.8 6.8 7.5 72 199 91 352
"Mercedes-Benz" "C-Class Sports Coupé (C203)" "C160 245 Tyres at rear" "4" "Manual" 1796 "Petrol" 10.5 6 7.6 74 183 330 30
"Chevrolet" "Tacuma" "1.6 SX 5 door MPV" "4" "Manual" 1598 "Petrol" 10.8 6.3 8 72.3 191 650 20
"Seat" "Altea XL" "2.0 TDI (170ps) with DPF" "4" "Manual" 1968 "Diesel" 8.1 5.3 6.3 74 168 58 211
"Ford" "Focus (Prior Model)" "1.6i 16V Saloon/Estate" "3" "Manual" 1596 "Petrol" 9.4 5.4 6.8 69 163 408 49
"Subaru" "Outback AWD 2008/09 MY" "2.0D RE" "4" "Manual" 1998 "Diesel" 7.2 5.2 5.9 70.5 156 262 241
"Vauxhall" "Meriva 5 Door MPV Model Year 2011" "1.3CDTi (95PS) ecoFLEX" "5" "Manual" 1248 "Diesel" 5.6 3.9 4.5 72 119 232 116
"Mini" "MINI Convertible R57" "MINI Cooper S Convertible" "5" "Automatic" 1598 "Petrol" 9.1 5.1 6.6 74 153 429 17
"Saab" "9-3 MY2008 4 Door Saloon" "2.8 TS" "4" "Automatic" 2792 "Petrol" 16.9 7.2 10.8 73 259 136 63
"Skoda" "Octavia Hatch" "1.9 TDI Ambiente (90 bhp)" "3" "Automatic" 1896 "Diesel" 9.1 4.9 6.4 72 173 208 299
"Jaguar Cars" "New 'S' Type" "3.0 Saloon" "3" "Manual" 2967 "Petrol" 14.7 7.7 10.3 73 249 420 60
"Mazda" "Mazda6 (2008 MY)" "2.0 5 Door" "4" "Manual" 1999 "Petrol" 9.9 5.5 7.1 66.7 168 200 24
"Cadillac" "STS-V" "4.4 - V8 AUT" "4" "Automatic" 4368 "Petrol" 22.8 11.4 15.6 74 370 534 50
"Volvo" "XC90 Model Year 08" "D5" "4" "Manual" 2400 "Diesel" 10.7 6.9 8.3 73 219 158 288
"Renault" "Grand Scènic, Model Year May 2009 on" "1.4 TCe" "5" "Manual" 1397 "Petrol" 9.9 5.9 7.4 71.4 170 630 15
"BMW" "5 Series E60/E61" "M5 Touring - up to February 2008" "4" "Automatic" 4999 "Petrol" 22.4 10.6 15 74 361 410 57
"Saab" "9-3 MY2006 5 Door Estate" "2.8 TS" "4" "Manual" 2792 "Petrol" 15.5 7.4 10.4 72 250 268 44
"Mercedes-Benz" "A-Class (W168) Hatchback" "A 170 CDI" "3" "Manual" 1689 "Diesel" 6.8 4.4 5.2 74 139 407 381
"Volkswagen" "New Passat Estate" "2.0 FSI Tiptronic (200 PS)" "4" "Automatic" 1984 "Petrol" 12.6 6.8 8.9 70 214 388 19
"Ford" "Mondeo Pre-2004ﾽ Model Year" "2.0i 16V Saloon (18 inch tyre)" "3" "Manual" 1999 "Petrol" 11.5 6.1 8.1 72 194 510 64
"Mercedes-Benz" "C-Class Saloon (W204)" "C 180 BlueEFFICIENCY 255 Tyres at rear" "4" "Manual" 1597 "Petrol" 9.1 5.7 6.9 73 165 487 11
"BMW" "1 Series 5-door F20 From September 2011" "120d 5-door - 225/45 R17 tyres front / 245/40 R17 tyres rear" "6" "Manual" 1995 "Diesel" 5.8 4.1 4.7 74 124 174 72
"Ford" "Tourneo Connect" "1.8 TDCi (90PS)" "3" "Manual" 1753 "Diesel" 7.9 5.8 6.6 73 172 190 430
"Skoda" "Superb" "Comfort 1.9 TDI 130 (bhp)" "3" "Manual" 1896 "Diesel" 7.8 4.7 5.8 74 154 200 400
"Vauxhall" "Astra TwinTop, Model Year 2010" "1.8i 16v VVT Sport" "4" "Manual" 1796 "Petrol" 10 5.9 7.4 73 177 355 57
"Hyundai" "Elantra" "2.0l CRTD" "3" "Manual" 1991 "Diesel" 8.2 4.1 6.1 74 160 200 300
"Mitsubishi" "Colt" "1.6 MIRAGE" "3" "Manual" 1597 "Petrol" 9.7 5.7 7.2 72 171 387 10
"Audi" "A8 Hybrid" "2.0 TFSI  210PS 8speed S-Tronic LWB" "5" "Automatic" 1968 "Hybrid" 6.9 6.2 6.4 71 149 222 20
"Lexus" "IS MY2010" "IS220d Saloon" "4" "Manual" 2231 "Diesel" 7.1 4.8 5.6 71 148 130 160
"Porsche" "911" "Carrera Coupé Manual (991)" "5" "Manual" 3436 "Petrol" 12.8 6.8 9 75 212 169 21
"Alfa Romeo" "166 Range" "2.5 V6" "3" "Manual" 2492 "Petrol" 17.2 8.8 11.9 72.5 284 1100 100
"Volkswagen" "Golf" "1.6 102PS 7speed DSG" "5" "Automatic" 1595 "Petrol" 8.8 5.5 6.7 70 157 352 24
"Lexus" "IS" "IS220d Sport" "4" "Manual" 2231 "Diesel" 9.5 6.2 7.4 71 195 180 170
"BMW" "3 Series E46" "325 ti Compact" "3" "Manual" 2494 "Petrol" 12.3 7 8.9 73 215 494 17
"Ford" "Mondeo 2004 Model Year Onwards" "2.0 Duratec HE Saloon" "3" "Manual" 1999 "Petrol" 11.2 5.8 7.8 72 187 671 91
"Mercedes-Benz" "GL-Class Model Year 2010" "GL 350 CDI  BlueEFFICIENCY 4MATIC with 275/55 19\" rear wheels No DPF" "4" "Automatic" 2987 "Diesel" 12.3 8.1 9.6 74 254 16 262
"Mercedes-Benz" "CLK (A209) Cabriolet" "CLK200 Kompressor (255 Tyres)" "3" "Manual" 1796 "Petrol" 12.6 6.9 9.1 73 218 327 37
"Honda" "Insight, Model Year 2012" "1.3 IMA HE, HE-T" "5" "Automatic" 1339 "Hybrid" 4.3 4 4.1 69 96 75 7
"Volkswagen" "LT 35 Kombi MWB - LWB" "2.5 (109 bhp) Axle Ratio 3.727" "3" "Manual" 2461 "Diesel" 11.3 7.6 9 74 243 434 763
"Maserati" "Coupé Gransport" "Cambiocorsa" "4" "Manual" 4244 "Petrol" 26.1 12.5 17.5 74 400 655 68
"Lotus" "Evora" "Evora Sport Gearbox" "5" "Manual" 3456 "Petrol" 13.4 7.2 9.5 75 224 151 30
"Skoda" "New Superb" "1.8 TFSI 160ps 7speed DSG" "4" "Automatic" 1798 "Petrol" 9.4 5.7 7.1 72 168 177 17
"Citroen" "C4 Picasso" "2.0i 16v" "4" "Automatic" 1997 "Petrol" 12.9 6.6 8.9 71.5 211 552 7
"Nissan" "350Z" "Convertible" "4" "Manual" 3498 "Petrol" 17 9.1 12 73 288 540 13
"MG Rover Group" "Rover 75 Tourer" "2.0 (from VIN RJ255552)" "3" "Manual" 1997 "Petrol" 13.9 7 9.6 73 228 1000 100
"Fiat" "Punto" "1.4 16v Sporting" "4" "Manual" 1368 "Petrol" 8.8 5.3 6.6 70.5 156 575 13
"Mercedes-Benz" "Viano, Model Year 2011" "Viano 3.0 CDI Ambiente Extra-long EU5" "5" "Automatic" 2987 "Diesel" 10.9 7.2 8.6 71 226 353 253
"Toyota" "Prius" "1.5 VVT-i Hybrid" "4" "Automatic" 1497 "Hybrid" 5 4.2 4.3 69 104 180 10
"Audi" "A6 Saloon" "3.0 V6 BiTDI quattro 313PS 8speed Tiptronic" "5" "Automatic" 2967 "Diesel" 8 5.6 6.4 73 169 79 177
"Honda" "Civic, Model Year 2010" "1.8 i-VTEC SE 5 door" "5" "Manual" 1799 "Petrol" 8.6 5.5 6.6 70 152 275 11
"Mercedes-Benz" "CLC-Class Coupé Model Year 2010" "CLC 180 KOMPRESSOR with 195/60 16\" rear wheels" "4" "Automatic" 1796 "Petrol" 10.9 5.7 7.6 73 181 479 11
"Chrysler Jeep" "Jeep Wrangler (03MY)" "4.0L" "3" "Automatic" 3960 "Petrol" 23 10.7 15 72 362 1440 97
"Lexus" "LS" "LS600h SWB" "5" "Automatic" 4969 "Hybrid" 11.3 8 9.3 71.2 218 295 15.9
"Mazda" "RX - 8" "192 PS" "4" "Manual" 2616 "Petrol" 14.9 8.1 10.6 73 267 265 11
"Mercedes-Benz" "V-Class (W638) Estate" "V220 CDI Ambiente Estate" "3" "Manual" 2148 "Diesel" 10.4 6.8 8.1 74 214 265 512
"Audi" "R8" "4.2 V8 quattro 420PS" "4" "Manual" 4163 "Petrol" 22.1 10.2 14.6 75 349 450 53
"Mercedes-Benz" "C-Class Saloon (W204)" "C 220 CDI no DPF 205 Tyres at rear" "4" "Automatic" 2149 "Diesel" 9.1 5.1 6.6 71 173 40 193
"Mercedes-Benz" "CLK (A208) Cabriolet" "CLK 230 Kompressor" "3" "Automatic" 2295 "Petrol" 14.6 7.2 9.9 74 237 682 50
"Honda" "NSX (2002 YM)" "3.2i Coupé" "3" "Manual" 3179 "Petrol" 17.9 9.1 12.4 72 291 700 100
"Ford" "Grand C-MAX Model Year Pre 2012" "2.0 Duratorq TDCi (140PS) (+DPF)" "5" "Manual" 1997 "Diesel" 6.6 4.5 5.3 71 139 290 146
"Toyota" "Avensis Model Year 2010" "4 Door 1.6 V-matic 6-speed Manual" "4" "Manual" 1598 "Petrol" 8.6 5.6 6.7 73 158 230 10
"Audi" "Audi A6 Avant (SE, Sport & Quattro)" "2.5 V6 TDI  (150 bhp)" "3" "Automatic" 2496 "Diesel" 11.3 6.3 8.1 73 219 107 410
"Volvo" "V70, Model Year 2011" "T6 AWD Auto" "5" "Automatic" 2953 "Petrol" 14.8 7.5 10.2 74 237 203 29
"BMW" "5 Series F10/F11 From March 2010" "520d Touring - 245/45 R18 tyres front & rear" "6" "Manual" 1995 "Diesel" 6.1 4.7 5.2 75 137 103 26
"BMW" "X5 Series E70" "X5 xDrive30d - from April 2012" "6" "Automatic" 2993 "Diesel" 8.8 6.8 7.5 72 198 191 26
"Porsche" "Boxster" "5-speed VarioCam Plus" "4" "Manual" 2687 "Petrol" 13.8 6.8 9.3 75 222 451 9
"Vauxhall" "Corsa, MY2006" "1.2i 16v 3 Door Hatchback with 13\"/14\"/15\" tyre" "4" "Manual" 1229 "Petrol" 7.8 4.6 5.8 71 139 395 21
"Toyota" "Auris" "1.4 VVT-i 3 & 5 door" "4" "Manual" 1398 "Petrol" 8.7 5.9 6.9 69 163 476 11
"Renault" "Megane Sport Tourer, 2011" "1.2TCE 130" "5" "Manual" 1197 "Petrol" 6.7 4.6 5.4 72 124 243 26
"Saab" "9-3, MY2006 5 Door Estate" "2.0 TS" "4" "Manual" 1998 "Petrol" 11.9 6.5 8.5 74 202 770 20
"Jaguar Cars" "S Type" "3.0L Saloon" "4" "Automatic" 2967 "Petrol" 16.3 7.8 10.8 74 259 156 29
"Vauxhall" "Astra, Model Year 2001" "1.6i 16v 3 Door Hatch" "4" "Manual" 1598 "Petrol" 9.5 5.5 7 72 168 487 26
"Volkswagen" "LT Kombi" "2.5 (95 PS) Axle Ratio 4.111" "3" "Manual" 2461 "Diesel" 12.6 8.2 9.7 74 262 200 700
"Chrysler Jeep" "Chrysler PT Cruiser (04MY)" "2.0L" "3" "Automatic" 1996 "Petrol" 13.2 8.2 10 72 239 600 100
"Mazda" "Mazda6, Model Year 2008" "2.0 Estate" "4" "Manual" 1999 "Petrol" 10 5.6 7.2 66.7 171 170 55
"Volvo" "S80, Model Year 2012" "T5 Auto" "5" "Automatic" 1999 "Petrol" 11.4 6.5 8.3 68 193 476 27
"Volkswagen" "Touareg" "4.2 V8 TDI 340PS" "5" "Automatic" 4134 "Diesel" 11.9 7.4 9.1 72 239 207 171
"Mercedes-Benz" "CLK (A209) Cabriolet" "CLK55 AMG" "3" "Automatic" 5439 "Petrol" 18.2 8.9 12.3 72 295 217 12
"Mercedes-Benz" "A-Class (W169) 5 Door MY09" "A 180 CDI no DPF 185 Tyres at rear" "4" "Manual" 1992 "Diesel" 6.4 4.2 5 72 134 234 190
"Audi" "A6 Saloon (Available From July 2001)" "2.4 V6 Multitronic (170 bhp)" "4" "Automatic" 2393 "Petrol" 14.3 7.1 9.7 73 233 274 35
"Volkswagen" "Golf" "1.4 (160ps) TSI GT" "5" "Manual" 1390 "Petrol" 8.1 5.2 6.3 71 145 228.2 28.2
"Ford" "Mondeo, Model Year Post 2013" "2.2 Duratorq (200PS) Estate" "5" "Manual" 2179 "Diesel" 7.8 5 6 69 159 261 159
"Toyota" "Prius MY2012" "T3 1.8VVT-i hybrid E-CVT" "5" "Automatic" 1798 "Hybrid" 3.9 3.7 3.9 69 89 258 6
"BMW" "X1 Series s/xDrive E84, From October 2009" "X1 xDrive20d - with particle filter" "5" "Automatic" 1995 "Diesel" 7.7 5.4 6.2 70 164 133 136
"BMW" "3 Series E46" "318i Saloon" "3" "Automatic" 1895 "Petrol" 12.7 6.9 9.1 70 216 814 98
"Mercedes-Benz" "CLS-Class (C219)" "CLS350 285 Tyres at rear" "4" "Automatic" 3498 "Petrol" 15.1 8 10.6 73 253 140 20
"Volkswagen" "Phaeton (from NOV 06 Wk 45 >)" "6.0 W12 4MOTION (450 PS) Tiptronic (long wheelbase)" "4" "Automatic" 5998 "Petrol" 21.2 10.5 14.5 70 348 295 28
"Nissan" "Almera" "2.2 dCi (136 PS)" "3" "Manual" 2184 "Diesel" 7.9 4.8 5.9 75 161 305 454
"Mitsubishi" "Carisma" "1.6 EQUIPPE" "3" "Automatic" 1597 "Petrol" 11.3 6.7 8.4 67 198 257 8
"Vauxhall" "Astra, Model Year 2002" "2.0DTi 16v (Estate)" "3" "Manual" 1995 "Diesel" 7.7 4.8 5.9 72 159 100 400
"Audi" "A6 Saloon RS6" "4.2 V8 quattro (450 PS)" "3" "Automatic" 4172 "Petrol" 21.8 10.4 14.6 74 350 900 100
"Land Rover" "Range Rover Sport" "3.6 TDV8" "4" "Automatic" 3628 "Diesel" 14.7 9 11.1 75 294 74 303
"Honda" "Accord Tourer Model Year 2013" "2.2 i-DTEC ES" "5" "Automatic" 2199 "Diesel" 8.2 5.2 6.3 68 164 109 143
"Peugeot" "307 Coupé Cabriolet" "1.6 (110 bhp)" "4" "Manual" 1587 "Petrol" 10.2 6.2 7.6 73 178 485 25
"Ford" "Focus C-Max" "2.0 Duratec" "3" "Manual" 1999 "Petrol" 10 5.6 7.3 71 176 528 43
"Mercedes-Benz" "S-Class Model Year 2012" "S 350 with 19 inch & 20 inch rear wheels ECO Start/Stop" "5" "Automatic" 3498 "Petrol" 10.6 6.3 7.9 73 184 214 18
"Seat" "Ibiza" "1.4 16V (100 PS)" "4" "Manual" 1390 "Petrol" 8.9 5.3 6.6 72 154 308 42
"BMW" "Z4 Series E85/E86" "Z4 M Coupé" "4" "Manual" 3246 "Petrol" 18.2 8.6 12.1 74 292 520 64
"Saab" "9-3, MY2006 2 Door Convertible" "1.9 TiDS Turbo. Diesel" "4" "Automatic" 1910 "Diesel" 10.3 5.7 7.4 72 199 24 196
"Volkswagen" "Transporter Shuttle SWB/LWB (S,SE) 2007 Model Year" "2.5 TDI PD 130PS T30 Tiptronic with DPF" "4" "Automatic" 2461 "Diesel" 12.6 7.8 9.5 75 251 54 329
"Suzuki" "Swift" "1.3 GLM 5 Door From VIN TSMMZA11S00503092" "4" "Manual" 1328 "Petrol" 7.4 4.9 5.8 71 140 548 5
"Volkswagen" "Touran" "1.4 TSI (140 PS) DSG SE" "4" "Automatic" 1390 "Petrol" 9.9 6.3 7.6 72 181 371 22
"Smart" "Fortwo Coupé" "fortwo coupé 54 bhp cdi with Softip & 15\" rear wheels" "5" "Automatic" 799 "Diesel" 3.3 3.3 3.3 70 86 103 160
"Mercedes-Benz" "E-Class Cabriolet, Model Year 2013" "E 250 with 18\" & 19\" rear wheels ECO Start/Stop" "5" "Automatic" 1796 "Petrol" 9 5.8 7 73 164 255 19
"Volkswagen" "Transporter Shuttle SWB/LWB (S,SE) Model Year 2007" "1.9 TDI PD T30 (102ps)" "4" "Manual" 1896 "Diesel" 10.6 6.9 8.1 75 214 122 348
"Volkswagen" "Beetle" "2.0 TSI 200PS DSG Turbo Silver" "5" "Automatic" 1984 "Petrol" 10.1 6.1 7.6 74 176 272 47
"Mercedes-Benz" "V-Class (W638) Estate" "V230 Ambiente Estate" "3" "Manual" 2295 "Petrol" 16.9 9 11.9 74 284 426 89
"Seat" "Cordoba" "S 1.9 TDI 90 bhp" "3" "Manual" 1896 "Diesel" 6.5 4.2 5.1 71 138 122 424
"BMW" "3 Series E46" "330d Touring" "3" "Manual" 2926 "Diesel" 9.5 5.6 7 73 186 323 437
"BMW" "1 Series 5-door F20 From September 2011" "120d 5-door - 205/55 R16 tyres" "6" "Automatic" 1995 "Diesel" 5.2 4.1 4.5 75 118 115 30
"Fiat" "500" "1.4 16v Dualogic" "4" "Automatic" 1368 "Petrol" 7.3 5.2 6 73 140 394 11
"Audi" "Audi RS4" "2.7 V6 Quattro (380 bhp)" "3" "Manual" 2671 "Petrol" 17 9 12 70 288 422 65
"Hyundai" "Veloster" "1.6l GDi DCT" "5" "Automatic" 1591 "Petrol" 8 5.3 6.4 73 145 481 10
"Daihatsu" "New Terios" "J210 1.5L EFi SE 4WD" "4" "Automatic" 1495 "Petrol" 10.7 7.1 8.5 70.3 201 566 7
"Saab" "9-3, MY2006 4 Door Saloon" "2.8 TS" "4" "Manual" 2792 "Petrol" 15.4 7.1 10.2 72 245 268 44
"Mazda" "Mazda6 Model Year 2009" "2.5 4/5 Door" "4" "Manual" 2488 "Petrol" 11.1 6.3 8.1 68.4 192 420 4
"Chrysler Jeep" "New Jeep Grand Cherokee (June 05 On)" "5.7l" "4" "Automatic" 5654 "Petrol" 21.3 12 15.4 75 366 538 21
"Toyota" "Auris" "1.4 D-4D 3 & 5 door" "4" "Manual" 1364 "Diesel" 5.8 4.5 4.9 68 132 176 218
"Smart" "Fortwo Cabrio" "fortwo cabrio 84 bhp with 17\" rear wheels" "5" "Automatic" 999 "Petrol" 6.5 4.4 5.2 73 120 286 9
"Vauxhall" "Corsa 5 Door Hatchback, Model Year 2011" "1.4I 16V (100PS) (138G)" "5" "Automatic" 1398 "Petrol" 7.7 4.8 5.9 71 138 813 16
"Audi" "S Series" "S4 4.2 V8 quattro 344ps Cabriolet" "4" "Manual" 4163 "Petrol" 19.4 9.8 13.3 75 317 408 26
"Vauxhall" "New Zafira, MY2006" "2.2i 16v 5 Door MPV" "4" "Manual" 2198 "Petrol" 11.3 6.4 8.2 74 197 594 22
"Peugeot" "3008" "2.0 HDi FAP (150 bhp) Energy Saver Tyres" "5" "Manual" 1997 "Diesel" 7.1 4.7 5.6 73 146 336 157
"Audi" "A4 Saloon" "2.0 TDI 170PS with DPF" "4" "Manual" 1984 "Diesel" 7.9 4.6 5.8 72 154 17 190
"Kia" "Cerato" "1.6 5-door" "3" "Manual" 1599 "Petrol" 9.2 5.5 7 72 167 520 20
"Kia" "Rio" "1.5" "3" "Manual" 1493 "Petrol" 9.4 6 7.3 72.6 173 612 12
"Citroen" "Xsara Picasso" "Xsara Picasso 1.8i 16v (VIN code CH6FZB)" "3" "Manual" 1749 "Petrol" 10.7 6 7.7 74 184 1013 46
"Ford" "Fusion Pre-2006 Model Year" "1.6 Duratec" "4" "Manual" 1596 "Petrol" 9.1 5.4 6.7 71 158 226 60
"Toyota" "Prius" "1.5 VVT-i Hybrid" "4" "Automatic" 1497 "Hybrid" 5.9 4.6 5.1 71 120 600 100
"Mercedes-Benz" "E-Class Cabriolet Model Year 2012" "E 200 with 18 inch & 19 inch rear wheels ECO Start/Stop" "5" "Automatic" 1796 "Petrol" 9 5.8 7 73 164 255 19
"BMW" "3 Series E46" "318d Saloon" "4" "Manual" 1995 "Diesel" 7.6 4.5 5.6 73 151 116 223
"Jaguar Cars" "S Type" "4.2L 'R' Saloon" "4" "Automatic" 4196 "Petrol" 18.6 9.3 12.4 73 294 521 39
"Volkswagen" "LT 35 Kombi MWB - LWB" "2.5 (109 bhp) Axle Ratio 4.111" "3" "Manual" 2461 "Diesel" 12.3 7.8 9.4 74 254 300 700
"Mercedes-Benz" "CLK (C209) Coupé" "CLK 220CDi 17/18\" Wheels" "4" "Automatic" 2148 "Diesel" 9.2 5.7 6.9 71 183 76 220
"Toyota" "Avensis" "2009 2.0 TR Tourer V-matic MultiDrive S" "4" "Automatic" 1998 "Petrol" 9.2 5.8 7 72 165 190 10
"Citroen" "C3 Picasso" "HDi 90" "5" "Manual" 1560 "Diesel" 4.9 3.8 4.2 73.4 112 357 168
"Vauxhall" "New Astra, MY2006" "1.6i 16v 5 Door Estate" "4" "Manual" 1598 "Petrol" 8.7 5.5 6.7 71 161 320 18
"Honda" "CR-Z, Model Year 2011" "1.5 IMA S Sport GT" "5" "Manual" 1497 "Hybrid" 6.1 4.4 5 71 117 138 17
"BMW" "3 Series E90/E91/E92/E93" "325d Coupé - with particle filter" "5" "Manual" 2993 "Diesel" 7.3 4.8 5.7 74 151 338 141
"Perodua" "Myvi" "Ezi Myvi" "4" "Automatic" 1298 "Petrol" 8.6 5.2 6.4 69.5 151 452 1
"Peugeot" "208 Hatch" "1.4 VTi 95 3 door" "5" "Manual" 1397 "Petrol" 7.5 4.5 5.6 72.5 129 516 19
"Volvo" "V40 Model Year 13" "D4" "5" "Manual" 1984 "Diesel" 5.3 3.8 4.3 71 114 308 118
"Audi" "A6 Saloon" "2.0 TFSI 170ps" "5" "Manual" 1984 "Petrol" 10.2 5.9 7.5 72 174 396.1 29.3
"BMW" "1 Series E81/E82/E87/E88" "116i 3-door" "5" "Manual" 1995 "Petrol" 7.9 5.1 6.1 73 143 119.6 25.9
"Honda" "Accord Tourer Model Year 2011" "2.0 i-VTEC ES" "5" "Manual" 1997 "Petrol" 9.6 6.1 7.4 71 171 342 29
"Morgan Motor Company" "Aero 8" "Aero 8" "4" "Manual" 4799 "Petrol" 16.5 8.2 11.2 74 269 537 13
"Skoda" "Yeti" "1.2 FSI 105PS" "5" "Manual" 1197 "Petrol" 7.6 5.9 6.4 71 149 244 18
